node_id,text
740,Not stepping o'er the bounds of modesty.
741,The king's name is a tower of strength.
742,"So wise so young, they say, do never live long."
743,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
744,For you and I are past our dancing days.
745,Rich gifts wax poor when givers prove unkind.
746,"A little more than kin, and less than kind."
747,A horse! a horse! my kingdom for a horse!.
748,Wisely and slow; they stumble that run fast.
749,Not stepping o'er the bounds of modesty.
750,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
751,O! she doth teach the torches to burn bright.
752,"The fool doth think he is wise, but the wise man knows himself to be a fool."
753,"There is nothing either good or bad, but thinking makes it so."
754,The king's name is a tower of strength.
755,The king's name is a tower of strength.
756,Tempt not a desperate man.
757,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
758,"Though this be madness, yet there is method in 't."
759,"So wise so young, they say, do never live long."
760,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
761,"When sorrows come, they come not single spies, but in battalions."
762,"There is nothing either good or bad, but thinking makes it so."
763,"The world is grown so bad, that wrens make prey where eagles dare not perch."
764,The king's name is a tower of strength.
765,Rich gifts wax poor when givers prove unkind.
766,Wisely and slow; they stumble that run fast.
767,Now is the winter of our discontent.
768,Wisely and slow; they stumble that run fast.
769,"The lady doth protest too much, methinks."
770,A horse! a horse! my kingdom for a horse!.
771,How bitter a thing it is to look into happiness through another man's eyes!
772,In my mind's eye.
773,"O Romeo, Romeo! wherefore art thou Romeo?."
774,I like this place and willingly could waste my time in it.
775,"So wise so young, they say, do never live long."
776,The play 's the thing wherein I'll catch the conscience of the king.
777,O! she doth teach the torches to burn bright.
778,"O Romeo, Romeo! wherefore art thou Romeo?."
779,"So wise so young, they say, do never live long."
780,"So wise so young, they say, do never live long."
781,"The fool doth think he is wise, but the wise man knows himself to be a fool."
782,"The world is grown so bad, that wrens make prey where eagles dare not perch."
783,That it should come to this!.
784,The play 's the thing wherein I'll catch the conscience of the king.
785,The king's name is a tower of strength.
786,"O Romeo, Romeo! wherefore art thou Romeo?."
787,"An honest tale speeds best, being plainly told."
788,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
789,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
790,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
791,For ever and a day.
792,"A little more than kin, and less than kind."
793,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
794,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
795,I like this place and willingly could waste my time in it.
796,That it should come to this!.
797,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
798,For ever and a day.
799,This above all: to thine own self be true.
800,"When sorrows come, they come not single spies, but in battalions."
801,"There is nothing either good or bad, but thinking makes it so."
802,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
803,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
804,"The fool doth think he is wise, but the wise man knows himself to be a fool."
805,Not stepping o'er the bounds of modesty.
806,"O Romeo, Romeo! wherefore art thou Romeo?."
807,"The fool doth think he is wise, but the wise man knows himself to be a fool."
808,The king's name is a tower of strength.
809,Can one desire too much of a good thing?.
810,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
811,"And it must follow, as the night the day, thou canst not then be false to any man."
812,In my mind's eye.
813,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
814,True is it that we have seen better days.
815,The king's name is a tower of strength.
816,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
817,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
818,Not stepping o'er the bounds of modesty.
819,How bitter a thing it is to look into happiness through another man's eyes!
820,Do you think I am easier to be played on than a pipe?
821,Tempt not a desperate man.
822,"An honest tale speeds best, being plainly told."
823,"The fool doth think he is wise, but the wise man knows himself to be a fool."
824,This above all: to thine own self be true.
825,"O Romeo, Romeo! wherefore art thou Romeo?."
826,"So wise so young, they say, do never live long."
827,Now is the winter of our discontent.
828,"And it must follow, as the night the day, thou canst not then be false to any man."
829,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
830,"To be, or not to be: that is the question."
831,For you and I are past our dancing days.
832,"The world is grown so bad, that wrens make prey where eagles dare not perch."
833,Brevity is the soul of wit.
834,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
835,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
836,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
837,The king's name is a tower of strength.
838,O! she doth teach the torches to burn bright.
839,What's in a name? That which we call a rose by any other name would smell as sweet.
840,A horse! a horse! my kingdom for a horse!.
841,The king's name is a tower of strength.
842,"The fool doth think he is wise, but the wise man knows himself to be a fool."
843,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
844,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
845,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
846,"O Romeo, Romeo! wherefore art thou Romeo?."
847,I like this place and willingly could waste my time in it.
848,"There is nothing either good or bad, but thinking makes it so."
849,For ever and a day.
850,For ever and a day.
851,The king's name is a tower of strength.
852,For ever and a day.
853,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
854,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
855,The play 's the thing wherein I'll catch the conscience of the king.
856,Not stepping o'er the bounds of modesty.
857,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
858,O! she doth teach the torches to burn bright.
859,"The lady doth protest too much, methinks."
860,For you and I are past our dancing days.
861,For ever and a day.
862,Now is the winter of our discontent.
863,The play 's the thing wherein I'll catch the conscience of the king.
864,What's in a name? That which we call a rose by any other name would smell as sweet.
865,"So wise so young, they say, do never live long."
866,How bitter a thing it is to look into happiness through another man's eyes!
867,Brevity is the soul of wit.
868,"Though this be madness, yet there is method in 't."
869,For you and I are past our dancing days.
870,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
871,Brevity is the soul of wit.
872,"An honest tale speeds best, being plainly told."
873,"An honest tale speeds best, being plainly told."
874,"The fool doth think he is wise, but the wise man knows himself to be a fool."
875,Now is the winter of our discontent.
876,Can one desire too much of a good thing?.
877,Wisely and slow; they stumble that run fast.
878,O! she doth teach the torches to burn bright.
879,Do you think I am easier to be played on than a pipe?
880,What's in a name? That which we call a rose by any other name would smell as sweet.
881,How bitter a thing it is to look into happiness through another man's eyes!
882,That it should come to this!.
883,Brevity is the soul of wit.
884,"There is nothing either good or bad, but thinking makes it so."
885,"When sorrows come, they come not single spies, but in battalions."
886,Rich gifts wax poor when givers prove unkind.
887,Now is the winter of our discontent.
888,For ever and a day.
889,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
890,"The world is grown so bad, that wrens make prey where eagles dare not perch."
891,True is it that we have seen better days.
892,True is it that we have seen better days.
893,Wisely and slow; they stumble that run fast.
894,True is it that we have seen better days.
895,"The fool doth think he is wise, but the wise man knows himself to be a fool."
896,Not stepping o'er the bounds of modesty.
897,Rich gifts wax poor when givers prove unkind.
898,For you and I are past our dancing days.
899,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
900,Off with his head!
901,"The fool doth think he is wise, but the wise man knows himself to be a fool."
902,This above all: to thine own self be true.
903,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
904,The king's name is a tower of strength.
905,"The world is grown so bad, that wrens make prey where eagles dare not perch."
906,"The lady doth protest too much, methinks."
907,For ever and a day.
908,Now is the winter of our discontent.
909,"An honest tale speeds best, being plainly told."
910,Wisely and slow; they stumble that run fast.
911,True is it that we have seen better days.
912,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
913,Brevity is the soul of wit.
914,"So wise so young, they say, do never live long."
915,The king's name is a tower of strength.
916,For ever and a day.
917,A horse! a horse! my kingdom for a horse!.
918,O! she doth teach the torches to burn bright.
919,A horse! a horse! my kingdom for a horse!.
920,"To be, or not to be: that is the question."
921,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
922,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
923,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
924,The king's name is a tower of strength.
925,The king's name is a tower of strength.
926,"And it must follow, as the night the day, thou canst not then be false to any man."
927,For you and I are past our dancing days.
928,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
929,Can one desire too much of a good thing?.
930,"The world is grown so bad, that wrens make prey where eagles dare not perch."
931,Off with his head!
932,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
933,The king's name is a tower of strength.
934,Off with his head!
935,I like this place and willingly could waste my time in it.
936,"An honest tale speeds best, being plainly told."
937,"It is the east, and Juliet is the sun."
938,"The fool doth think he is wise, but the wise man knows himself to be a fool."
939,The king's name is a tower of strength.
940,For ever and a day.
941,For ever and a day.
942,For you and I are past our dancing days.
943,Off with his head!
944,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
945,Now is the winter of our discontent.
946,This above all: to thine own self be true.
947,For ever and a day.
948,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
949,O! she doth teach the torches to burn bright.
950,For ever and a day.
951,"There is nothing either good or bad, but thinking makes it so."
952,For you and I are past our dancing days.
953,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
954,I like this place and willingly could waste my time in it.
955,"The fool doth think he is wise, but the wise man knows himself to be a fool."
956,"There is nothing either good or bad, but thinking makes it so."
957,That it should come to this!.
958,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
959,"The world is grown so bad, that wrens make prey where eagles dare not perch."
960,Now is the winter of our discontent.
961,Tempt not a desperate man.
962,"So wise so young, they say, do never live long."
963,"The fool doth think he is wise, but the wise man knows himself to be a fool."
964,True is it that we have seen better days.
965,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
966,Now is the winter of our discontent.
967,"Though this be madness, yet there is method in 't."
968,True is it that we have seen better days.
969,"A little more than kin, and less than kind."
970,"So wise so young, they say, do never live long."
971,How bitter a thing it is to look into happiness through another man's eyes!
972,"A little more than kin, and less than kind."
973,Not stepping o'er the bounds of modesty.
974,How bitter a thing it is to look into happiness through another man's eyes!
975,For ever and a day.
976,I like this place and willingly could waste my time in it.
977,"I will speak daggers to her, but use none."
978,Now is the winter of our discontent.
979,In my mind's eye.
980,"An honest tale speeds best, being plainly told."
981,"An honest tale speeds best, being plainly told."
982,What's in a name? That which we call a rose by any other name would smell as sweet.
983,"The fool doth think he is wise, but the wise man knows himself to be a fool."
984,Not stepping o'er the bounds of modesty.
985,"It is the east, and Juliet is the sun."
986,What's in a name? That which we call a rose by any other name would smell as sweet.
987,"The world is grown so bad, that wrens make prey where eagles dare not perch."
988,Tempt not a desperate man.
989,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
990,"O Romeo, Romeo! wherefore art thou Romeo?."
991,"When sorrows come, they come not single spies, but in battalions."
992,"An honest tale speeds best, being plainly told."
993,"It is the east, and Juliet is the sun."
994,Off with his head!
995,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
996,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
997,Wisely and slow; they stumble that run fast.
998,For you and I are past our dancing days.
999,Can one desire too much of a good thing?.
1000,True is it that we have seen better days.
1001,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1002,For you and I are past our dancing days.
1003,O! she doth teach the torches to burn bright.
1004,"To be, or not to be: that is the question."
1005,Tempt not a desperate man.
1006,That it should come to this!.
1007,Off with his head!
1008,Can one desire too much of a good thing?.
1009,Can one desire too much of a good thing?.
1010,Now is the winter of our discontent.
1011,"O Romeo, Romeo! wherefore art thou Romeo?."
1012,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1013,Off with his head!
1014,"So wise so young, they say, do never live long."
1015,What's in a name? That which we call a rose by any other name would smell as sweet.
1016,"When sorrows come, they come not single spies, but in battalions."
1017,That it should come to this!.
1018,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1019,Rich gifts wax poor when givers prove unkind.
1020,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1021,"An honest tale speeds best, being plainly told."
1022,The play 's the thing wherein I'll catch the conscience of the king.
1023,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1024,"A little more than kin, and less than kind."
1025,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1026,Can one desire too much of a good thing?.
1027,How bitter a thing it is to look into happiness through another man's eyes!
1028,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1029,"It is the east, and Juliet is the sun."
1030,O! she doth teach the torches to burn bright.
1031,O! she doth teach the torches to burn bright.
1032,Off with his head!
1033,O! she doth teach the torches to burn bright.
1034,"It is the east, and Juliet is the sun."
1035,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1036,What's in a name? That which we call a rose by any other name would smell as sweet.
1037,"When sorrows come, they come not single spies, but in battalions."
1038,Can one desire too much of a good thing?.
1039,Not stepping o'er the bounds of modesty.
1040,"And it must follow, as the night the day, thou canst not then be false to any man."
1041,In my mind's eye.
1042,Now is the winter of our discontent.
1043,For you and I are past our dancing days.
1044,"I will speak daggers to her, but use none."
1045,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1046,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1047,O! she doth teach the torches to burn bright.
1048,"When sorrows come, they come not single spies, but in battalions."
1049,For you and I are past our dancing days.
1050,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1051,O! she doth teach the torches to burn bright.
1052,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1053,Can one desire too much of a good thing?.
1054,The play 's the thing wherein I'll catch the conscience of the king.
1055,Brevity is the soul of wit.
1056,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1057,Do you think I am easier to be played on than a pipe?
1058,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1059,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1060,"O Romeo, Romeo! wherefore art thou Romeo?."
1061,"And it must follow, as the night the day, thou canst not then be false to any man."
1062,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1063,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1064,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1065,For ever and a day.
1066,"An honest tale speeds best, being plainly told."
1067,True is it that we have seen better days.
1068,What's in a name? That which we call a rose by any other name would smell as sweet.
1069,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1070,"O Romeo, Romeo! wherefore art thou Romeo?."
1071,"When sorrows come, they come not single spies, but in battalions."
1072,In my mind's eye.
1073,"A little more than kin, and less than kind."
1074,Wisely and slow; they stumble that run fast.
1075,The play 's the thing wherein I'll catch the conscience of the king.
1076,For ever and a day.
1077,Off with his head!
1078,"It is the east, and Juliet is the sun."
1079,"An honest tale speeds best, being plainly told."
1080,"And it must follow, as the night the day, thou canst not then be false to any man."
1081,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1082,This above all: to thine own self be true.
1083,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1084,Now is the winter of our discontent.
1085,For ever and a day.
1086,Now is the winter of our discontent.
1087,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1088,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1089,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1090,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1091,O! she doth teach the torches to burn bright.
1092,That it should come to this!.
1093,Can one desire too much of a good thing?.
1094,I like this place and willingly could waste my time in it.
1095,"I will speak daggers to her, but use none."
1096,I like this place and willingly could waste my time in it.
1097,"An honest tale speeds best, being plainly told."
1098,Brevity is the soul of wit.
1099,The king's name is a tower of strength.
1100,"Though this be madness, yet there is method in 't."
1101,"It is the east, and Juliet is the sun."
1102,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1103,"So wise so young, they say, do never live long."
1104,"An honest tale speeds best, being plainly told."
1105,"O Romeo, Romeo! wherefore art thou Romeo?."
1106,Off with his head!
1107,True is it that we have seen better days.
1108,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1109,"There is nothing either good or bad, but thinking makes it so."
1110,Now is the winter of our discontent.
1111,Wisely and slow; they stumble that run fast.
1112,Rich gifts wax poor when givers prove unkind.
1113,A horse! a horse! my kingdom for a horse!.
1114,Wisely and slow; they stumble that run fast.
1115,"So wise so young, they say, do never live long."
1116,The king's name is a tower of strength.
1117,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1118,For you and I are past our dancing days.
1119,For ever and a day.
1120,"There is nothing either good or bad, but thinking makes it so."
1121,For ever and a day.
1122,"I will speak daggers to her, but use none."
1123,"So wise so young, they say, do never live long."
1124,True is it that we have seen better days.
1125,A horse! a horse! my kingdom for a horse!.
1126,"When sorrows come, they come not single spies, but in battalions."
1127,"I will speak daggers to her, but use none."
1128,Off with his head!
1129,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1130,O! she doth teach the torches to burn bright.
1131,The king's name is a tower of strength.
1132,Off with his head!
1133,The king's name is a tower of strength.
1134,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1135,Wisely and slow; they stumble that run fast.
1136,"A little more than kin, and less than kind."
1137,"O Romeo, Romeo! wherefore art thou Romeo?."
1138,"There is nothing either good or bad, but thinking makes it so."
1139,The king's name is a tower of strength.
1140,"So wise so young, they say, do never live long."
1141,What's in a name? That which we call a rose by any other name would smell as sweet.
1142,Rich gifts wax poor when givers prove unkind.
1143,"An honest tale speeds best, being plainly told."
1144,"Though this be madness, yet there is method in 't."
1145,Off with his head!
1146,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1147,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1148,Now is the winter of our discontent.
1149,"There is nothing either good or bad, but thinking makes it so."
1150,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1151,"And it must follow, as the night the day, thou canst not then be false to any man."
1152,"To be, or not to be: that is the question."
1153,"So wise so young, they say, do never live long."
1154,"So wise so young, they say, do never live long."
1155,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1156,For ever and a day.
1157,The king's name is a tower of strength.
1158,Off with his head!
1159,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1160,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1161,Rich gifts wax poor when givers prove unkind.
1162,I like this place and willingly could waste my time in it.
1163,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1164,For ever and a day.
1165,"I will speak daggers to her, but use none."
1166,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1167,Wisely and slow; they stumble that run fast.
1168,Wisely and slow; they stumble that run fast.
1169,"An honest tale speeds best, being plainly told."
1170,Off with his head!
1171,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1172,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1173,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1174,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1175,"So wise so young, they say, do never live long."
1176,How bitter a thing it is to look into happiness through another man's eyes!
1177,Not stepping o'er the bounds of modesty.
1178,Now is the winter of our discontent.
1179,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1180,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1181,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1182,Off with his head!
1183,"It is the east, and Juliet is the sun."
1184,What's in a name? That which we call a rose by any other name would smell as sweet.
1185,"O Romeo, Romeo! wherefore art thou Romeo?."
1186,"An honest tale speeds best, being plainly told."
1187,The play 's the thing wherein I'll catch the conscience of the king.
1188,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1189,Off with his head!
1190,Can one desire too much of a good thing?.
1191,The play 's the thing wherein I'll catch the conscience of the king.
1192,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1193,"O Romeo, Romeo! wherefore art thou Romeo?."
1194,Off with his head!
1195,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1196,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1197,Rich gifts wax poor when givers prove unkind.
1198,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1199,"It is the east, and Juliet is the sun."
1200,Not stepping o'er the bounds of modesty.
1201,Do you think I am easier to be played on than a pipe?
1202,Brevity is the soul of wit.
1203,For you and I are past our dancing days.
1204,Can one desire too much of a good thing?.
1205,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1206,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1207,In my mind's eye.
1208,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1209,What's in a name? That which we call a rose by any other name would smell as sweet.
1210,Now is the winter of our discontent.
1211,"O Romeo, Romeo! wherefore art thou Romeo?."
1212,Off with his head!
1213,O! she doth teach the torches to burn bright.
1214,I like this place and willingly could waste my time in it.
1215,For you and I are past our dancing days.
1216,I like this place and willingly could waste my time in it.
1217,Brevity is the soul of wit.
1218,"O Romeo, Romeo! wherefore art thou Romeo?."
1219,True is it that we have seen better days.
1220,"There is nothing either good or bad, but thinking makes it so."
1221,"So wise so young, they say, do never live long."
1222,The king's name is a tower of strength.
1223,For ever and a day.
1224,A horse! a horse! my kingdom for a horse!.
1225,I like this place and willingly could waste my time in it.
1226,Rich gifts wax poor when givers prove unkind.
1227,I like this place and willingly could waste my time in it.
1228,The king's name is a tower of strength.
1229,In my mind's eye.
1230,Off with his head!
1231,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1232,"So wise so young, they say, do never live long."
1233,"It is the east, and Juliet is the sun."
1234,Not stepping o'er the bounds of modesty.
1235,Rich gifts wax poor when givers prove unkind.
1236,"It is the east, and Juliet is the sun."
1237,Do you think I am easier to be played on than a pipe?
1238,"There is nothing either good or bad, but thinking makes it so."
1239,For you and I are past our dancing days.
1240,A horse! a horse! my kingdom for a horse!.
1241,The king's name is a tower of strength.
1242,What's in a name? That which we call a rose by any other name would smell as sweet.
1243,That it should come to this!.
1244,This above all: to thine own self be true.
1245,Can one desire too much of a good thing?.
1246,O! she doth teach the torches to burn bright.
1247,True is it that we have seen better days.
1248,"So wise so young, they say, do never live long."
1249,"To be, or not to be: that is the question."
1250,True is it that we have seen better days.
1251,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1252,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1253,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1254,I like this place and willingly could waste my time in it.
1255,This above all: to thine own self be true.
1256,Brevity is the soul of wit.
1257,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1258,Now is the winter of our discontent.
1259,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1260,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1261,"An honest tale speeds best, being plainly told."
1262,The king's name is a tower of strength.
1263,I like this place and willingly could waste my time in it.
1264,A horse! a horse! my kingdom for a horse!.
1265,O! she doth teach the torches to burn bright.
1266,"A little more than kin, and less than kind."
1267,"And it must follow, as the night the day, thou canst not then be false to any man."
1268,For ever and a day.
1269,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1270,I like this place and willingly could waste my time in it.
1271,"O Romeo, Romeo! wherefore art thou Romeo?."
1272,Brevity is the soul of wit.
1273,How bitter a thing it is to look into happiness through another man's eyes!
1274,"A little more than kin, and less than kind."
1275,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1276,"When sorrows come, they come not single spies, but in battalions."
1277,Can one desire too much of a good thing?.
1278,True is it that we have seen better days.
1279,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1280,"It is the east, and Juliet is the sun."
1281,I like this place and willingly could waste my time in it.
1282,This above all: to thine own self be true.
1283,"The lady doth protest too much, methinks."
1284,"It is the east, and Juliet is the sun."
1285,True is it that we have seen better days.
1286,Off with his head!
1287,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1288,For ever and a day.
1289,Now is the winter of our discontent.
1290,Now is the winter of our discontent.
1291,How bitter a thing it is to look into happiness through another man's eyes!
1292,"So wise so young, they say, do never live long."
1293,O! she doth teach the torches to burn bright.
1294,"An honest tale speeds best, being plainly told."
1295,A horse! a horse! my kingdom for a horse!.
1296,Off with his head!
1297,Now is the winter of our discontent.
1298,Brevity is the soul of wit.
1299,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1300,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1301,The king's name is a tower of strength.
1302,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1303,The king's name is a tower of strength.
1304,Wisely and slow; they stumble that run fast.
1305,Can one desire too much of a good thing?.
1306,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1307,The king's name is a tower of strength.
1308,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1309,True is it that we have seen better days.
1310,Wisely and slow; they stumble that run fast.
1311,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1312,For you and I are past our dancing days.
1313,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1314,Can one desire too much of a good thing?.
1315,O! she doth teach the torches to burn bright.
1316,For you and I are past our dancing days.
1317,That it should come to this!.
1318,For you and I are past our dancing days.
1319,"An honest tale speeds best, being plainly told."
1320,True is it that we have seen better days.
1321,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1322,For you and I are past our dancing days.
1323,Now is the winter of our discontent.
1324,I like this place and willingly could waste my time in it.
1325,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1326,"To be, or not to be: that is the question."
1327,Not stepping o'er the bounds of modesty.
1328,"There is nothing either good or bad, but thinking makes it so."
1329,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1330,Now is the winter of our discontent.
1331,A horse! a horse! my kingdom for a horse!.
1332,A horse! a horse! my kingdom for a horse!.
1333,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1334,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1335,Can one desire too much of a good thing?.
1336,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1337,Can one desire too much of a good thing?.
1338,For you and I are past our dancing days.
1339,"An honest tale speeds best, being plainly told."
1340,The king's name is a tower of strength.
1341,"The world is grown so bad, that wrens make prey where eagles dare not perch."
